72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	71.25	72.28	71.11	72.28	71.89	72.28	72.28	72.28	71.89	72.28	72.02
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
