164.65	161.11	164.62	161.36	164.65	163.68	164.65	164.65	164.65	164.65	164.65	164.65
164.65	161.49	164.62	159.73	164.65	164.41	164.65	164.65	164.65	164.65	164.65	164.65
164.62	161.32	164.65	161.99	164.65	164.37	164.65	164.65	164.65	164.65	164.65	164.65
164.65	160.70	164.65	160.62	164.65	164.10	164.65	164.65	164.65	164.65	164.65	164.65
164.65	161.33	164.62	161.09	164.65	164.27	164.65	164.65	164.65	164.65	164.65	164.65
164.65	162.15	163.24	160.72	164.65	164.23	164.65	164.65	164.65	164.65	164.65	164.65
164.65	161.34	164.65	162.80	164.65	164.44	164.65	164.65	164.65	164.65	164.65	164.65
161.48	146.97	157.17	145.17	159.37	152.54	164.65	161.54	164.65	162.86	164.65	162.20
163.24	159.28	162.47	157.53	164.65	163.96	164.65	164.65	164.65	164.65	164.65	164.65
164.65	161.63	164.62	161.12	164.65	164.04	164.65	164.65	164.65	164.65	164.65	164.65
164.62	161.07	164.65	160.70	164.65	164.11	164.65	164.65	164.65	164.65	164.65	164.65
164.65	161.56	164.65	160.21	164.65	163.86	164.65	164.65	164.65	164.65	164.65	164.65
164.65	162.36	164.62	160.53	164.65	162.91	164.65	164.65	164.65	164.65	164.65	164.65
