File_Index,Pop_Size,Mut_Prob,Recomb_Prob,Tourn_Size,Recomb_Type,Mut_Type,Invalid_Handling,Selection_Method,Media_Distancias,MBF
5,100,0.01,0.7,2,3,1,2,2,72.28,72.28
