485.51	455.20	479.14	458.07	494.53	487.87	499.54	499.54	499.54	497.76	499.54	499.54
473.88	454.81	481.22	458.34	498.41	493.45	499.54	499.54	499.54	499.30	499.54	499.54
479.00	456.49	476.88	458.82	497.72	495.64	499.54	499.54	499.54	499.54	499.54	499.54
474.94	458.98	469.28	456.63	499.54	494.81	499.54	499.54	499.54	499.54	499.54	499.54
476.03	460.08	474.96	461.98	499.54	496.53	499.54	499.54	499.54	499.54	499.54	499.54
474.37	457.27	476.41	456.36	499.30	495.78	499.54	499.54	499.54	499.54	499.54	499.54
458.56	442.06	481.25	457.47	499.54	496.11	499.54	499.54	499.54	499.54	499.54	499.54
454.18	422.22	428.86	410.00	465.52	431.45	497.72	481.20	497.88	482.05	499.54	496.64
464.54	443.57	464.98	445.31	499.54	491.81	499.54	499.26	499.54	499.52	499.54	499.54
472.73	457.61	487.09	457.87	497.57	495.39	499.54	499.54	499.54	499.54	499.54	499.54
475.87	455.26	477.03	456.72	499.54	495.71	499.54	499.54	499.54	499.54	499.54	499.54
491.59	482.70	485.05	466.00	498.13	493.91	499.54	499.51	499.54	499.54	499.54	499.54
491.18	485.05	498.38	470.19	499.30	495.37	499.54	499.51	499.54	499.54	499.54	499.54
