621.00	592.05	643.94	602.17	671.16	656.65	692.01	691.69	687.85	679.29	692.01	692.01
627.83	593.97	635.53	608.22	678.69	664.85	692.01	692.00	692.01	687.98	692.01	692.01
613.76	591.24	624.74	603.96	686.06	670.67	692.01	691.93	692.01	691.32	692.01	692.01
641.04	604.46	621.25	603.40	681.32	669.94	692.01	692.00	692.01	691.25	692.01	692.01
624.00	604.29	639.45	602.80	677.95	668.66	692.01	692.00	692.01	691.62	692.01	692.01
614.87	593.95	626.34	605.97	684.18	671.32	692.01	692.01	692.01	691.55	692.01	692.01
604.02	574.43	636.33	610.93	684.75	671.41	692.01	692.01	692.01	691.18	692.01	692.01
600.84	557.42	571.48	542.83	621.53	587.34	689.93	657.04	682.54	652.28	691.93	683.75
605.52	579.62	613.88	585.91	670.63	659.26	692.01	691.91	692.01	689.97	692.01	692.00
618.42	595.69	636.86	608.43	677.46	667.36	692.01	691.98	692.01	691.25	692.01	692.01
618.10	594.46	624.85	598.81	678.02	670.44	692.01	692.00	692.01	691.71	692.01	692.01
665.81	639.34	647.15	617.80	687.49	680.91	692.01	691.81	692.01	691.44	692.01	692.00
680.22	651.00	646.14	625.23	687.35	677.74	692.01	691.47	692.01	691.52	692.01	691.99
