1512.06	1466.72	1519.46	1471.06	1623.48	1597.40	1800.06	1781.50	1712.42	1688.86	1805.37	1801.68
1486.54	1458.89	1527.19	1493.65	1643.29	1620.89	1803.14	1795.86	1760.42	1728.80	1805.48	1805.39
1501.35	1467.08	1540.98	1479.84	1669.75	1650.60	1805.48	1803.78	1784.26	1761.26	1805.48	1805.48
1562.59	1492.61	1523.36	1481.25	1661.47	1632.31	1805.48	1803.61	1779.28	1761.26	1805.48	1805.48
1554.80	1485.14	1515.92	1467.99	1678.43	1647.68	1805.48	1803.46	1781.73	1759.96	1805.48	1805.48
1506.62	1464.89	1543.50	1488.74	1662.88	1639.28	1805.48	1804.04	1786.71	1761.72	1805.48	1805.48
1477.19	1435.24	1548.10	1491.51	1685.10	1642.41	1805.48	1803.98	1772.21	1753.82	1805.48	1805.48
1416.48	1389.83	1454.48	1396.11	1507.66	1454.69	1738.26	1643.48	1731.68	1591.53	1774.26	1730.21
1491.31	1452.19	1501.97	1460.69	1640.98	1615.26	1804.19	1796.66	1770.35	1736.79	1805.48	1805.36
1520.76	1471.18	1556.45	1491.42	1673.97	1643.82	1805.48	1804.42	1783.06	1756.70	1805.48	1805.48
1531.12	1467.38	1529.73	1490.28	1691.31	1652.63	1805.17	1803.08	1775.88	1761.32	1805.48	1805.48
1549.78	1514.56	1551.68	1516.50	1726.58	1693.57	1805.48	1803.63	1780.95	1756.93	1805.48	1805.47
1603.15	1563.85	1569.72	1509.33	1726.45	1694.03	1805.48	1802.41	1775.26	1758.58	1805.48	1805.41
