72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.02	72.28	70.72	72.28	71.89	72.28	71.89	72.28	72.02	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28	72.28
