462.14	454.51	474.37	455.29	494.26	487.67	499.54	499.36	499.54	496.83	499.54	499.54
473.23	451.64	468.91	459.66	496.47	492.84	499.54	499.54	499.54	499.47	499.54	499.54
471.20	455.48	479.64	459.65	499.54	496.83	499.54	499.54	499.54	499.54	499.54	499.54
475.20	459.26	475.18	459.31	499.54	495.13	499.54	499.54	499.54	499.54	499.54	499.54
471.10	460.22	470.56	454.06	499.54	496.53	499.54	499.54	499.54	499.54	499.54	499.54
471.36	454.71	482.88	463.30	498.41	495.60	499.54	499.54	499.54	499.54	499.54	499.54
461.29	443.41	480.83	463.64	499.54	494.37	499.54	499.54	499.54	499.54	499.54	499.54
437.23	419.22	437.25	413.65	455.13	433.92	499.30	478.48	498.13	484.75	499.54	494.02
466.61	450.94	464.58	448.95	498.38	490.54	499.54	499.48	499.54	499.37	499.54	499.54
478.55	458.02	474.02	458.09	498.41	495.80	499.54	499.54	499.54	499.54	499.54	499.54
470.73	452.96	486.65	463.33	499.54	495.67	499.54	499.54	499.54	499.54	499.54	499.54
488.35	479.18	477.45	461.95	499.54	495.63	499.54	499.54	499.54	499.54	499.54	499.54
494.53	484.41	490.15	466.81	499.54	490.85	499.54	499.29	499.54	499.54	499.54	499.54
