625.97	590.53	635.66	610.03	667.02	647.59	692.01	691.76	691.40	679.22	692.01	692.00
611.48	588.96	624.21	600.35	677.47	666.14	692.01	691.90	691.56	688.13	692.01	692.01
624.55	597.59	627.74	602.22	683.41	671.68	692.01	692.00	692.01	691.57	692.01	692.01
626.82	595.96	629.38	608.93	683.95	670.24	692.01	691.97	692.01	691.71	692.01	692.01
622.36	604.86	633.34	602.57	679.36	674.03	692.01	692.01	692.01	691.47	692.01	692.01
611.03	591.57	635.67	605.54	677.09	666.95	692.01	692.01	692.01	691.42	692.01	692.01
596.51	573.24	639.51	610.88	677.55	671.33	692.01	692.01	692.01	691.39	692.01	692.01
585.98	555.44	577.34	544.05	628.94	585.68	683.25	637.13	683.37	661.86	692.01	676.02
603.42	582.92	626.40	583.60	674.05	656.82	692.01	691.90	692.01	689.86	692.01	692.00
620.36	598.19	633.83	599.82	683.58	673.50	692.01	692.00	692.01	691.40	692.01	692.01
608.50	591.34	617.42	594.40	678.52	670.30	692.01	692.00	692.01	691.38	692.01	692.01
651.05	636.58	648.77	620.18	689.09	680.31	692.01	691.92	692.01	691.48	692.01	691.99
670.80	656.11	655.97	614.05	688.85	674.39	692.01	691.53	692.01	691.56	692.01	692.01
