2925.90	2847.63	2991.93	2900.37	3110.11	3052.29	3514.91	3481.51	3308.65	3245.13	3572.03	3551.43
2887.77	2833.68	2929.81	2868.69	3182.55	3110.80	3558.26	3526.37	3444.38	3348.79	3603.55	3592.10
2928.73	2842.49	2930.18	2866.94	3181.04	3143.88	3591.40	3566.12	3440.35	3406.01	3610.72	3605.59
2961.44	2888.53	2932.95	2868.18	3205.62	3139.41	3590.60	3571.50	3440.48	3400.49	3611.02	3605.28
2923.96	2881.70	2918.50	2871.42	3211.28	3140.88	3588.84	3560.59	3485.50	3407.43	3609.82	3605.44
2913.85	2855.87	3015.30	2881.75	3194.35	3146.77	3587.76	3563.45	3476.41	3411.53	3609.19	3605.70
2880.88	2823.68	2980.16	2876.94	3196.08	3145.12	3600.53	3565.31	3455.54	3405.79	3609.79	3605.56
2854.45	2762.64	2826.32	2751.98	2969.12	2872.09	3312.12	3151.57	3229.77	3047.39	3525.58	3381.31
2877.73	2814.47	2906.39	2838.07	3118.02	3073.69	3581.45	3518.47	3449.34	3372.43	3603.95	3594.58
2907.04	2847.05	2913.89	2873.46	3189.82	3153.65	3591.08	3561.01	3479.15	3401.60	3609.75	3604.89
2919.86	2842.32	2950.71	2880.98	3203.11	3142.61	3588.42	3574.50	3469.40	3414.71	3608.90	3605.48
2951.96	2878.14	2972.76	2899.39	3270.15	3234.08	3598.39	3569.95	3456.05	3404.01	3613.40	3613.17
3053.04	2950.75	3016.53	2918.37	3280.99	3240.07	3608.16	3563.63	3464.49	3421.94	3613.40	3612.88
