2923.81	2845.90	2891.86	2856.17	3136.63	3058.83	3542.19	3465.84	3277.63	3218.66	3566.95	3546.61
2917.05	2843.27	2920.76	2863.57	3156.61	3115.61	3568.06	3529.68	3402.00	3339.67	3599.57	3590.42
2887.68	2832.41	2960.85	2866.03	3194.06	3139.15	3590.89	3569.80	3462.93	3410.75	3610.59	3605.81
2940.36	2881.29	2961.31	2879.32	3186.13	3138.78	3592.72	3574.47	3502.53	3422.42	3610.02	3605.72
2926.39	2863.45	2969.13	2881.31	3180.61	3138.28	3581.09	3568.07	3463.28	3411.42	3609.68	3605.13
2891.03	2847.01	2947.31	2882.16	3213.12	3148.93	3586.44	3563.18	3437.03	3412.95	3610.88	3607.25
2890.89	2819.77	2967.10	2895.35	3179.02	3146.85	3599.78	3566.93	3451.64	3404.23	3609.22	3605.70
2826.72	2749.76	2863.82	2778.14	2924.88	2840.02	3368.72	3182.70	3279.70	3172.05	3452.71	3363.72
2913.86	2817.53	2885.86	2831.62	3111.55	3078.79	3578.38	3539.82	3430.92	3355.83	3602.56	3593.23
2903.10	2842.37	2953.09	2883.53	3216.21	3147.70	3596.94	3571.73	3466.87	3424.77	3608.30	3605.02
2907.71	2850.70	2938.15	2888.82	3205.09	3152.99	3582.60	3560.13	3447.98	3403.87	3610.03	3605.85
2983.42	2889.74	2992.25	2928.07	3322.30	3244.82	3609.90	3589.24	3450.66	3421.11	3613.40	3613.23
3014.49	2942.07	2988.71	2915.03	3297.94	3249.48	3596.06	3567.77	3421.67	3401.50	3613.40	3612.92
